"","state","district","office","candidate_republican","candidate_democrat","total_votes_republican","total_votes_democrat","gender_rep","gender_dem"
"2663","Missouri","District 158","State Representative","Scott Fitzpatrick","No candidate",11348,0,"male","N/A"
"2664","Missouri","District 159","State Representative","Dirk E. Deaton","Jerry Sparks",9207,2048,"male","male"
"2665","Missouri","District 16","State Representative","Noel J Shull","Tom Gorenc",10771,8746,"male","male"
"2666","Missouri","District 16","State Senator","Justin Dan Brown","Ryan Dillon",42382,18097,"male","male"
"2667","Missouri","District 160","State Representative","Ben Baker","Angela R Thomas",10713,3476,"male","female"
"2668","Missouri","District 161","State Representative","Lane Roberts","Elizabeth Lundstrum",7962,3923,"male","female"
"2669","Missouri","District 162","State Representative","Robert (Bob) Bromley","Sarah Hinkle",8925,3767,"male","female"
"2670","Missouri","District 163","State Representative","Cody Smith","Chad Fletcher",9567,2698,"male","male"
"2671","Missouri","District 17","State Representative","Mary Hill","Mark Ellebracht",6612,8649,"female","male"
"2672","Missouri","District 18","State Representative","Sarah Mills","Wes Rogers",6316,8358,"female","male"
"2673","Missouri","District 18","State Senator","Cindy O'Laughlin","Crystal Stephens",46263,19555,"female","female"
"2674","Missouri","District 19","State Representative","No candidate","Ingrid Burnett",0,4904,"N/A","female"
"2675","Missouri","District 2","State Representative","J. Eggleston","No candidate",10741,0,"Unknown","N/A"
"2676","Missouri","District 2","State Senator","Bob Onder","Patrice Billings",52197,35258,"male","female"
"2677","Missouri","District 20","State Representative","Bill E. Kidd","Jessica Merrick",8205,4855,"male","female"
"2678","Missouri","District 20","State Senator","Eric W. Burlison","Jim Billedo",62209,22004,"male","male"
"2679","Missouri","District 21","State Representative","No candidate","Robert Sauls",0,8202,"N/A","male"
"2680","Missouri","District 22","State Representative","No candidate","Brandon Ellington",0,9610,"N/A","male"
"2681","Missouri","District 22","State Senator","Paul Wieland","Robert Butler",40556,26903,"male","male"
"2682","Missouri","District 23","State Representative","David Martin","Barbara Anne Washington",573,6634,"male","female"
"2683","Missouri","District 24","State Representative","No candidate","Judy Morgan",0,16750,"N/A","female"
"2684","Missouri","District 24","State Senator","Gregory B. Powers","Jill Schupp",31153,51106,"male","female"
"2685","Missouri","District 25","State Representative","No candidate","Greg Razer",0,17598,"N/A","male"
"2686","Missouri","District 26","State Representative","No candidate","Ashley Bland Manlove",0,12823,"N/A","female"
"2687","Missouri","District 26","State Senator","Dave Schatz","John Kiehne",53507,30237,"male","male"
"2688","Missouri","District 27","State Representative","No candidate","Richard Brown",0,10084,"N/A","male"
"2689","Missouri","District 28","State Representative","No candidate","Jerome Barnes",0,9399,"N/A","male"
"2690","Missouri","District 28","State Senator","Sandy Crawford","Joe Poor",53692,14126,"female","male"
"2691","Missouri","District 29","State Representative","No candidate","Rory Rowland",0,10512,"N/A","male"
"2692","Missouri","District 3","State Representative","Danny Busick","Joni Perry",8051,3889,"male","female"
"2693","Missouri","District 30","State Representative","Jon Patterson","Ryana Parks-Shaw",9162,8069,"male","female"
"2694","Missouri","District 30","State Senator","Lincoln Hough","Charlie Norr",34987,30690,"male","male"
"2695","Missouri","District 31","State Representative","Dan Stacy","Travis Hagewood",8356,6599,"male","male"
"2696","Missouri","District 32","State Representative","Jeff Coleman","Janice Brill",9074,5877,"male","female"
"2697","Missouri","District 32","State Senator","Bill White","Carolyn McGowan",48412,15140,"male","female"
"2698","Missouri","District 33","State Representative","Donna Pfautsch","Pat Williams",10579,4324,"female","female"
"2699","Missouri","District 34","State Representative","Rebecca Roeber","James P. (Jim) Ripley",8881,7816,"female","male"
"2700","Missouri","District 34","State Senator","Tony Luetkemeyer","Martin T. Rucker II",38654,35026,"male","male"
"2701","Missouri","District 35","State Representative","Tom Lovell","Keri Ingle",8024,9111,"male","female"
"2702","Missouri","District 36","State Representative","No candidate","DaRon McGee",0,9822,"N/A","male"
"2703","Missouri","District 37","State Representative","John D Boyd Jr","Joe Runions",6249,9022,"male","male"
"2704","Missouri","District 38","State Representative","Doug Richey","Abby Zavos",9341,6823,"male","female"
"2705","Missouri","District 39","State Representative","Peggy McGaugh","Rick Mellon",9534,4711,"female","male"
"2706","Missouri","District 4","State Representative","Greg Sharpe","No candidate",10386,0,"male","N/A"
"2707","Missouri","District 4","State Senator","Robert J. Crump","Karla May",16927,56883,"male","female"
"2708","Missouri","District 40","State Representative","Jim Hansen","No candidate",11492,0,"male","N/A"
"2709","Missouri","District 41","State Representative","Randy Pietzman","David A Beckham",10612,4848,"male","male"
"2710","Missouri","District 42","State Representative","Jeff Porter","Joseph Widner",10765,4698,"male","male"
"2711","Missouri","District 43","State Representative","Kent Haden","Jamie Blair",9143,3442,"male","female"
"2712","Missouri","District 44","State Representative","Cheri Toalson Reisch","Maren Bell Jones",8365,6437,"female","female"
"2713","Missouri","District 45","State Representative","No candidate","Kip Kendrick",0,9423,"N/A","male"
"2714","Missouri","District 46","State Representative","Cathy D. Richards","Martha Stevens",5954,11548,"female","female"
"2715","Missouri","District 47","State Representative","Charles (Chuck) Basye","Adrian Plank",9082,6916,"male","male"
"2716","Missouri","District 48","State Representative","Dave Muntzel","Raymond (Jeff) Faubion",10135,3553,"male","male"
"2717","Missouri","District 49","State Representative","Travis Fitzwater","Lisa Buhr",9383,4581,"male","female"
"2718","Missouri","District 5","State Representative","Louis Riggs","Joe Frese",10186,3984,"male","male"
"2719","Missouri","District 50","State Representative","Sara Walsh","Michela Skelton",11721,8172,"female","female"
"2720","Missouri","District 51","State Representative","Dean A. Dohrman","Vince Lutterbie",7668,3910,"male","male"
"2721","Missouri","District 52","State Representative","Bradley Pollitt","Dan Marshall",7997,3201,"male","male"
"2722","Missouri","District 53","State Representative","Glen Kolkmeyer","Connie Simmons",9946,4357,"male","female"
"2723","Missouri","District 54","State Representative","Dan Houx","James L. Williams",9201,3866,"male","male"
"2724","Missouri","District 55","State Representative","Mike Haffner","No candidate",13557,0,"male","N/A"
"2725","Missouri","District 56","State Representative","Jack Bondon","No candidate",11120,0,"male","N/A"
"2726","Missouri","District 57","State Representative","Rodger L. Reedy","Joan Shores",10271,3667,"male","female"
"2727","Missouri","District 58","State Representative","David Wood","No candidate",11350,0,"male","N/A"
"2728","Missouri","District 59","State Representative","Rudy L. Veit","Linda Ellen Greeson",11863,3770,"male","female"
"2729","Missouri","District 6","State Representative","Tim Remole","Mitch Wrenn",10811,3542,"male","male"
"2730","Missouri","District 6","State Senator","Mike Bernskoetter","Nicole Thompson",53004,17808,"male","female"
"2731","Missouri","District 60","State Representative","Dave Griffith","Sara Michael",8944,6572,"male","female"
"2732","Missouri","District 61","State Representative","Aaron D. Griesheimer","Pamela A. Menefee",11450,4641,"male","female"
"2733","Missouri","District 62","State Representative","Tom Hurst","Ashley D. Fajkowski",12128,2726,"male","female"
"2734","Missouri","District 63","State Representative","Bryan Spencer","Janet Kester",12458,6944,"male","female"
"2735","Missouri","District 64","State Representative","Tony Lovasco","Shawn Finklein",10538,6583,"male","male"
"2736","Missouri","District 65","State Representative","Tom Hannegan","Bill Otto",8288,7973,"male","male"
"2737","Missouri","District 66","State Representative","No candidate","Tommie Pierson, Jr.",0,10374,"N/A","male"
"2738","Missouri","District 67","State Representative","Patti Longworth","Alan K. Green",2478,14807,"female","male"
"2739","Missouri","District 68","State Representative","No candidate","Jay Mosley",0,12417,"N/A","male"
"2740","Missouri","District 69","State Representative","Adam Jenning","Gretchen Bangert",4130,10367,"male","female"
"2741","Missouri","District 7","State Representative","Rusty Black","Dennis VanDyke",9763,2501,"male","male"
"2742","Missouri","District 70","State Representative","Mark Matthiesen","Paula Brown",7882,7993,"male","female"
"2743","Missouri","District 71","State Representative","No candidate","LaDonna Appelbaum",0,10752,"N/A","female"
"2744","Missouri","District 72","State Representative","Bruce Buwalda","Doug Clemens",4942,8600,"male","male"
"2745","Missouri","District 73","State Representative","No candidate","Raychel Proudie",0,9475,"N/A","female"
"2746","Missouri","District 74","State Representative","No candidate","Cora Faith Walker",0,9856,"N/A","female"
"2747","Missouri","District 75","State Representative","No candidate","Alan Gray",0,11427,"N/A","male"
"2748","Missouri","District 76","State Representative","No candidate","Chris Carter",0,10444,"N/A","male"
"2749","Missouri","District 77","State Representative","No candidate","Steve Roberts",0,10834,"N/A","male"
"2750","Missouri","District 78","State Representative","No candidate","Bruce Franks Jr.",0,9935,"N/A","male"
"2751","Missouri","District 79","State Representative","No candidate","LaKeySha Bosley",0,11937,"N/A","female"
"2752","Missouri","District 8","State Representative","James W. (Jim) Neely","Caleb McKnight",10906,4289,"male","male"
"2753","Missouri","District 8","State Senator","Mike Cierpiot","Hillary Shields",41150,34127,"male","female"
"2754","Missouri","District 80","State Representative","No candidate","Peter Merideth",0,13827,"N/A","male"
"2755","Missouri","District 81","State Representative","No candidate","Steve Butz",0,9789,"N/A","male"
"2756","Missouri","District 82","State Representative","Erik Shelquist","Donna M.C. Baringer",4018,12818,"male","female"
"2757","Missouri","District 83","State Representative","No candidate","Gina Mitten",0,13712,"N/A","female"
"2758","Missouri","District 84","State Representative","No candidate","Wiley Price IV",0,11679,"N/A","male"
"2759","Missouri","District 85","State Representative","Steven McKnight","Kevin L. Windham, Jr.",2228,10457,"male","male"
"2760","Missouri","District 86","State Representative","No candidate","Maria N. Chappelle-Nadal",0,13231,"N/A","female"
"2761","Missouri","District 87","State Representative","Steven G. Bailey","Ian Mackey",6116,12950,"male","male"
"2762","Missouri","District 88","State Representative","Lloyd Nolan","Tracy McCreery",6761,12005,"male","female"
"2763","Missouri","District 89","State Representative","Dean Plocher","Kevin FitzGerald",12922,9212,"male","male"
"2764","Missouri","District 9","State Representative","Sheila Solon","Bob Bergland",10319,5613,"female","male"
"2765","Missouri","District 90","State Representative","No candidate","Deb Lavender",0,15809,"N/A","female"
"2766","Missouri","District 91","State Representative","Jennifer Bird","Sarah Unsicker",6740,13539,"female","female"
"2767","Missouri","District 92","State Representative","Bill Heisse","Doug Beck",6826,10081,"male","male"
"2768","Missouri","District 93","State Representative","No candidate","Bob Burns",0,9436,"N/A","male"
"2769","Missouri","District 94","State Representative","Jim Murphy","Jean Pretto",7739,7392,"male","female"
"2770","Missouri","District 95","State Representative","Michael A. ODonnell","Mike Walter",10418,7555,"male","male"
"2771","Missouri","District 96","State Representative","David J. Gregory","Erica Hoffman",12071,8458,"male","female"
"2772","Missouri","District 97","State Representative","Mary Elizabeth Coleman","Mike Revis",8045,6232,"female","male"
