"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"5710",2018,"Vermont","Chittenden-4-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5711",2018,"Vermont","Chittenden-4-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5712",2018,"Vermont","Chittenden-4-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5713",2018,"Vermont","Chittenden-4-2","State Representative","Bill Lippert",1617,0.697885196374622,"male","Democrat","Democrat","Missing"
"5714",2018,"Vermont","Chittenden-4-2","State Senator","Debbie Ingram",1373,0.402993836219548,"female","Democrat","Democrat","White"
"5715",2018,"Vermont","Chittenden-4-2","State Senator","Michael Sirotkin",1346,0.388119953863899,"male","Other","Democrat","Missing"
"5716",2018,"Vermont","Chittenden-4-2","State Senator","Virginia Ginny"" Lyons""",1447,0.658925318761384,"female","Democrat","Democrat","Missing"
"5717",2018,"Vermont","Chittenden-4-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5718",2018,"Vermont","Chittenden-4-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5719",2018,"Vermont","Chittenden-4-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5720",2018,"Vermont","Chittenden-4-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5721",2018,"Vermont","Chittenden-5-1","State Representative","Kate Webb",2012,1,"female","Democrat","Democrat","Missing"
"5722",2018,"Vermont","Chittenden-5-1","State Senator","Debbie Ingram",1479,0.404098360655738,"female","Democrat","Democrat","White"
"5723",2018,"Vermont","Chittenden-5-1","State Senator","Michael Sirotkin",1444,0.405162738496072,"male","Other","Democrat","Missing"
"5724",2018,"Vermont","Chittenden-5-1","State Senator","Virginia Ginny"" Lyons""",1567,0.721122871606075,"female","Democrat","Democrat","Missing"
"5725",2018,"Vermont","Chittenden-5-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5726",2018,"Vermont","Chittenden-5-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5727",2018,"Vermont","Chittenden-5-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5728",2018,"Vermont","Chittenden-5-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5729",2018,"Vermont","Chittenden-5-2","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5730",2018,"Vermont","Chittenden-5-2","State Senator","Debbie Ingram",1231,0.379703886489821,"female","Democrat","Democrat","White"
"5731",2018,"Vermont","Chittenden-5-2","State Senator","Michael Sirotkin",1227,0.38670028364324,"male","Other","Democrat","Missing"
"5732",2018,"Vermont","Chittenden-5-2","State Senator","Virginia Ginny"" Lyons""",1345,0.651331719128329,"female","Democrat","Democrat","Missing"
"5733",2018,"Vermont","Chittenden-5-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5734",2018,"Vermont","Chittenden-5-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5735",2018,"Vermont","Chittenden-5-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5736",2018,"Vermont","Chittenden-5-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5737",2018,"Vermont","Chittenden-6-1","State Representative","Carol Ode",2680,0.593840017726568,"female","Democrat","Democrat","White"
"5738",2018,"Vermont","Chittenden-6-1","State Representative","Robert Hooper",1999,1,"male","Democrat","Democrat","Missing"
"5739",2018,"Vermont","Chittenden-6-1","State Senator","Debbie Ingram",2423,0.402090939263193,"female","Other","Democrat","White"
"5740",2018,"Vermont","Chittenden-6-1","State Senator","Michael Sirotkin",2266,0.390353143841516,"male","Other","Democrat","Missing"
"5741",2018,"Vermont","Chittenden-6-1","State Senator","Virginia Ginny"" Lyons""",2496,0.720762344787756,"female","Democrat","Democrat","Missing"
"5742",2018,"Vermont","Chittenden-6-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5743",2018,"Vermont","Chittenden-6-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5744",2018,"Vermont","Chittenden-6-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5745",2018,"Vermont","Chittenden-6-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5746",2018,"Vermont","Chittenden-6-2","State Representative","Jean O'Sullivan",1854,1,"female","Democrat","Democrat","White"
"5747",2018,"Vermont","Chittenden-6-2","State Senator","Debbie Ingram",1518,0.434086359736917,"female","Other","Democrat","White"
"5748",2018,"Vermont","Chittenden-6-2","State Senator","Michael Sirotkin",1401,0.411937665392532,"male","Other","Democrat","Missing"
"5749",2018,"Vermont","Chittenden-6-2","State Senator","Virginia Ginny"" Lyons""",1536,0.799583550234253,"female","Democrat","Democrat","Missing"
"5750",2018,"Vermont","Chittenden-6-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5751",2018,"Vermont","Chittenden-6-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5752",2018,"Vermont","Chittenden-6-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5753",2018,"Vermont","Chittenden-6-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5754",2018,"Vermont","Chittenden-6-3","State Representative","Curt McCormack",2296,1,"male","Democrat","Democrat","Missing"
"5755",2018,"Vermont","Chittenden-6-3","State Representative","Jill Krowinski",2895,1,"female","Democrat","Democrat","White"
"5756",2018,"Vermont","Chittenden-6-3","State Senator","Debbie Ingram",2515,0.475245653817082,"female","Democrat","Democrat","White"
"5757",2018,"Vermont","Chittenden-6-3","State Senator","Michael Sirotkin",2218,0.430512422360248,"male","Other","Democrat","Missing"
"5758",2018,"Vermont","Chittenden-6-3","State Senator","Virginia Ginny"" Lyons""",2419,0.852661261896369,"female","Democrat","Democrat","Missing"
"5759",2018,"Vermont","Chittenden-6-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5760",2018,"Vermont","Chittenden-6-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5761",2018,"Vermont","Chittenden-6-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5762",2018,"Vermont","Chittenden-6-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5763",2018,"Vermont","Chittenden-6-4","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5764",2018,"Vermont","Chittenden-6-4","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5765",2018,"Vermont","Chittenden-6-4","State Senator","Debbie Ingram",1968,0.473988439306358,"female","Democrat","Democrat","White"
"5766",2018,"Vermont","Chittenden-6-4","State Senator","Michael Sirotkin",1753,0.435527950310559,"male","Other","Democrat","Missing"
"5767",2018,"Vermont","Chittenden-6-4","State Senator","Virginia Ginny"" Lyons""",1905,0.85464333781965,"female","Democrat","Democrat","Missing"
"5768",2018,"Vermont","Chittenden-6-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5769",2018,"Vermont","Chittenden-6-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5770",2018,"Vermont","Chittenden-6-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5771",2018,"Vermont","Chittenden-6-4","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5772",2018,"Vermont","Chittenden-6-5","State Representative","Johannah Leddy Donovan",3372,1,"female","Democrat","Democrat","Missing"
"5773",2018,"Vermont","Chittenden-6-5","State Representative","Mary M. Sullivan",3494,1,"female","Democrat","Democrat","Missing"
"5774",2018,"Vermont","Chittenden-6-5","State Senator","Debbie Ingram",3176,0.444880235327077,"female","Other","Democrat","White"
"5775",2018,"Vermont","Chittenden-6-5","State Senator","Michael Sirotkin",3056,0.428191116715707,"male","Other","Democrat","Missing"
"5776",2018,"Vermont","Chittenden-6-5","State Senator","Virginia Ginny"" Lyons""",3224,0.827303053630998,"female","Democrat","Democrat","Missing"
"5777",2018,"Vermont","Chittenden-6-5","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5778",2018,"Vermont","Chittenden-6-5","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5779",2018,"Vermont","Chittenden-6-5","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5780",2018,"Vermont","Chittenden-6-5","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5781",2018,"Vermont","Chittenden-6-6","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5782",2018,"Vermont","Chittenden-6-6","State Senator","Debbie Ingram",869,0.45378590078329,"female","Democrat","Democrat","White"
"5783",2018,"Vermont","Chittenden-6-6","State Senator","Michael Sirotkin",783,0.425312330255296,"male","Other","Democrat","Missing"
"5784",2018,"Vermont","Chittenden-6-6","State Senator","Virginia Ginny"" Lyons""",859,0.833980582524272,"female","Democrat","Democrat","Missing"
"5785",2018,"Vermont","Chittenden-6-6","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5786",2018,"Vermont","Chittenden-6-6","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5787",2018,"Vermont","Chittenden-6-6","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5788",2018,"Vermont","Chittenden-6-6","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5789",2018,"Vermont","Chittenden-6-7","State Representative","Clement Clem"" Bissonnette""",1290,0.398271071318308,"male","Other","Democrat","Missing"
"5790",2018,"Vermont","Chittenden-6-7","State Senator","Debbie Ingram",1967,0.446436677258284,"female","Democrat","Democrat","White"
"5791",2018,"Vermont","Chittenden-6-7","State Senator","Michael Sirotkin",1775,0.408233670653174,"male","Other","Democrat","Missing"
"5792",2018,"Vermont","Chittenden-6-7","State Senator","Virginia Ginny"" Lyons""",1923,0.754709576138148,"female","Democrat","Democrat","Missing"
"5793",2018,"Vermont","Chittenden-6-7","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5794",2018,"Vermont","Chittenden-6-7","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5795",2018,"Vermont","Chittenden-6-7","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5796",2018,"Vermont","Chittenden-6-7","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5797",2018,"Vermont","Chittenden-7-1","State Representative","Martin Lalonde",1925,1,"male","Democrat","Democrat","Missing"
"5798",2018,"Vermont","Chittenden-7-1","State Senator","Debbie Ingram",1436,0.413713627196773,"female","Democrat","Democrat","White"
"5799",2018,"Vermont","Chittenden-7-1","State Senator","Michael Sirotkin",1521,0.435442313197824,"male","Democrat","Democrat","Missing"
"5800",2018,"Vermont","Chittenden-7-1","State Senator","Virginia Ginny"" Lyons""",1471,0.739567621920563,"female","Democrat","Democrat","Missing"
"5801",2018,"Vermont","Chittenden-7-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5802",2018,"Vermont","Chittenden-7-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5803",2018,"Vermont","Chittenden-7-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5804",2018,"Vermont","Chittenden-7-1","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5805",2018,"Vermont","Chittenden-7-2","State Representative","Ann Pugh",2268,1,"female","Democrat","Democrat","White"
"5806",2018,"Vermont","Chittenden-7-2","State Senator","Debbie Ingram",1562,0.399284253578732,"female","Democrat","Democrat","White"
"5807",2018,"Vermont","Chittenden-7-2","State Senator","Michael Sirotkin",1719,0.420293398533007,"male","Democrat","Democrat","Missing"
"5808",2018,"Vermont","Chittenden-7-2","State Senator","Virginia Ginny"" Lyons""",1613,0.672083333333333,"female","Democrat","Democrat","Missing"
"5809",2018,"Vermont","Chittenden-7-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5810",2018,"Vermont","Chittenden-7-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5811",2018,"Vermont","Chittenden-7-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5812",2018,"Vermont","Chittenden-7-2","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5813",2018,"Vermont","Chittenden-7-3","State Representative","John Killacky",1653,0.791666666666667,"male","Democrat","Democrat","Missing"
"5814",2018,"Vermont","Chittenden-7-3","State Senator","Debbie Ingram",1470,0.434397163120567,"female","Democrat","Democrat","White"
"5815",2018,"Vermont","Chittenden-7-3","State Senator","Michael Sirotkin",1448,0.420807904678872,"male","Other","Democrat","Missing"
"5816",2018,"Vermont","Chittenden-7-3","State Senator","Virginia Ginny"" Lyons""",1441,0.716558925907509,"female","Democrat","Democrat","Missing"
"5817",2018,"Vermont","Chittenden-7-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5818",2018,"Vermont","Chittenden-7-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5819",2018,"Vermont","Chittenden-7-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5820",2018,"Vermont","Chittenden-7-3","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"5821",2018,"Vermont","Chittenden-7-4","State Representative","Maida F. Townsend",1710,1,"female","Democrat","Democrat","Missing"
"5822",2018,"Vermont","Chittenden-7-4","State Senator","Debbie Ingram",1158,0.408609738884968,"female","Democrat","Democrat","White"
"5823",2018,"Vermont","Chittenden-7-4","State Senator","Michael Sirotkin",1199,0.4068544282321,"male","Other","Democrat","Missing"
"5824",2018,"Vermont","Chittenden-7-4","State Senator","Virginia Ginny"" Lyons""",1189,0.663504464285714,"female","Democrat","Democrat","Missing"
