"","X","state","district","office","candidate_other","candidate_republican","candidate_democrat","total_votes_other","total_votes_republican","total_votes_democrat","vote_share_dem","vote_share_rep","vote_share_other","winner_party","gender_democrat","gender_republican","winner_gender","year"
"2757",2757,"Missouri","District 136","State Representative","No candidate","J. Craig Fishel","Jeff Munzinger",0,11577,8661,0.427957308034391,0.572042691965609,0,"Republican","male","Unknown","Unknown",2018
"2758",2758,"Missouri","District 137","State Representative","No candidate","John F. Black","Raymond Lampert",0,13360,4443,0.249564680110094,0.750435319889906,0,"Republican","male","male","male",2018
"2759",2759,"Missouri","District 138","State Representative","No candidate","Brad Hudson","No candidate",0,14734,0,0,1,0,"Republican","N/A","male","male",2018
"2760",2760,"Missouri","District 139","State Representative","No candidate","Jered Taylor","Cora Hanf",0,12786,4232,0.248677870490069,0.751322129509931,0,"Republican","female","male","male",2018
"2761",2761,"Missouri","District 14","State Representative","No candidate","Kevin Corlew","Matt Sain",0,8904,8989,0.502375230537082,0.497624769462918,0,"Democrat","male","male","male",2018
"2762",2762,"Missouri","District 14","State Senator","No candidate","No candidate","Brian Williams",0,0,53234,1,0,0,"Democrat","male","N/A","male",2018
"2763",2763,"Missouri","District 140","State Representative","Robert Debbaut","Lynn Morris","Tony Smith",446,12292,3991,0.238567756590352,0.734771952896168,0.0266602905134796,"Republican","male","female","female",2018
"2764",2764,"Missouri","District 141","State Representative","No candidate","Hannah Kelly","No candidate",0,11516,0,0,1,0,"Republican","N/A","female","female",2018
"2765",2765,"Missouri","District 142","State Representative","No candidate","Robert Ross","No candidate",0,10412,0,0,1,0,"Republican","N/A","male","male",2018
"2766",2766,"Missouri","District 143","State Representative","No candidate","Jeffrey Pogue","No candidate",0,11009,0,0,1,0,"Republican","N/A","male","male",2018
"2767",2767,"Missouri","District 144","State Representative","No candidate","Chris Dinkins","No candidate",0,9782,0,0,1,0,"Republican","N/A","male","male",2018
"2768",2768,"Missouri","District 145","State Representative","No candidate","Rick Francis","Ronald G. Pember",0,11381,2445,0.176840734847389,0.823159265152611,0,"Republican","male","male","male",2018
"2769",2769,"Missouri","District 146","State Representative","No candidate","Barry D. Hovis","Gayla A. Dace",0,15289,3381,0.181092662024638,0.818907337975362,0,"Republican","female","male","male",2018
"2770",2770,"Missouri","District 147","State Representative","No candidate","Kathy Swan","Renita Green",0,8616,4685,0.352229155702579,0.647770844297421,0,"Republican","female","female","female",2018
"2771",2771,"Missouri","District 148","State Representative","No candidate","Holly Rehder","No candidate",0,10937,0,0,1,0,"Republican","N/A","female","female",2018
"2772",2772,"Missouri","District 149","State Representative","Jackie Townes McGee","Don Rone","Bill Burlison",550,6633,2938,0.290287520995949,0.655370022725027,0.0543424562790238,"Republican","male","male","male",2018
"2773",2773,"Missouri","District 15","State Representative","No candidate","Steve West","Jon Carpenter",0,5411,9281,0.631704328886469,0.368295671113531,0,"Democrat","male","male","male",2018
"2774",2774,"Missouri","District 150","State Representative","No candidate","Andrew McDaniel","Josh Rittenberry",0,6525,2132,0.246274691001502,0.753725308998498,0,"Republican","male","male","male",2018
"2775",2775,"Missouri","District 151","State Representative","Rick Vandeven","Herman Morse","J. T. (Jerry) Howard",376,10270,2455,0.187390275551485,0.783909625219449,0.0287000992290665,"Republican","Unknown","male","male",2018
"2776",2776,"Missouri","District 152","State Representative","No candidate","Hardy Billington","Robert L. Smith",0,7373,3307,0.309644194756554,0.690355805243446,0,"Republican","male","male","male",2018
"2777",2777,"Missouri","District 153","State Representative","No candidate","Jeff Shawan","Matt Michel",0,9717,3331,0.255288166768853,0.744711833231147,0,"Republican","male","male","male",2018
"2778",2778,"Missouri","District 154","State Representative","No candidate","David Evans","No candidate",0,11628,0,0,1,0,"Republican","N/A","male","male",2018
"2779",2779,"Missouri","District 155","State Representative","No candidate","Karla Eslinger","No candidate",0,12778,0,0,1,0,"Republican","N/A","female","female",2018
"2780",2780,"Missouri","District 156","State Representative","No candidate","Jeff Justus","No candidate",0,12891,0,0,1,0,"Republican","N/A","male","male",2018
"2781",2781,"Missouri","District 157","State Representative","No candidate","Mike Moon","Loretta Thomas",0,10551,2819,0.210845175766642,0.789154824233358,0,"Republican","female","male","male",2018
"2782",2782,"Missouri","District 158","State Representative","No candidate","Scott Fitzpatrick","No candidate",0,11348,0,0,1,0,"Republican","N/A","male","male",2018
"2783",2783,"Missouri","District 159","State Representative","No candidate","Dirk E. Deaton","Jerry Sparks",0,9207,2048,0.181963571745891,0.818036428254109,0,"Republican","male","male","male",2018
"2784",2784,"Missouri","District 16","State Representative","No candidate","Noel J Shull","Tom Gorenc",0,10771,8746,0.448122149920582,0.551877850079418,0,"Republican","male","male","male",2018
"2785",2785,"Missouri","District 16","State Senator","No candidate","Justin Dan Brown","Ryan Dillon",0,42382,18097,0.299227831148002,0.700772168851998,0,"Republican","male","male","male",2018
"2786",2786,"Missouri","District 160","State Representative","No candidate","Ben Baker","Angela R Thomas",0,10713,3476,0.244978504475298,0.755021495524702,0,"Republican","female","male","male",2018
"2787",2787,"Missouri","District 161","State Representative","No candidate","Lane Roberts","Elizabeth Lundstrum",0,7962,3923,0.330079932688263,0.669920067311737,0,"Republican","female","male","male",2018
"2788",2788,"Missouri","District 162","State Representative","Mollie Dyer","Robert (Bob) Bromley","Sarah Hinkle",367,8925,3767,0.288460065854966,0.683436710314726,0.0281032238303086,"Republican","female","male","male",2018
"2789",2789,"Missouri","District 163","State Representative","No candidate","Cody Smith","Chad Fletcher",0,9567,2698,0.219975540154912,0.780024459845088,0,"Republican","male","male","male",2018
"2790",2790,"Missouri","District 17","State Representative","No candidate","Mary Hill","Mark Ellebracht",0,6612,8649,0.566738745822685,0.433261254177315,0,"Democrat","male","female","male",2018
"2791",2791,"Missouri","District 18","State Representative","No candidate","Sarah Mills","Wes Rogers",0,6316,8358,0.569578846940166,0.430421153059834,0,"Democrat","male","female","male",2018
"2792",2792,"Missouri","District 18","State Senator","No candidate","Cindy O'Laughlin","Crystal Stephens",0,46263,19555,0.297107174329211,0.702892825670789,0,"Republican","female","female","female",2018
"2793",2793,"Missouri","District 19","State Representative","Val Engholm","No candidate","Ingrid Burnett",1276,0,4904,0.793527508090615,0,0.206472491909385,"Democrat","female","N/A","female",2018
"2794",2794,"Missouri","District 2","State Representative","No candidate","J. Eggleston","No candidate",0,10741,0,0,1,0,"Republican","N/A","Unknown","Unknown",2018
"2795",2795,"Missouri","District 2","State Senator","No candidate","Bob Onder","Patrice Billings",0,52197,35258,0.403155908753073,0.596844091246927,0,"Republican","female","male","male",2018
"2796",2796,"Missouri","District 20","State Representative","No candidate","Bill E. Kidd","Jessica Merrick",0,8205,4855,0.371745788667688,0.628254211332312,0,"Republican","female","male","male",2018
"2797",2797,"Missouri","District 20","State Senator","No candidate","Eric W. Burlison","Jim Billedo",0,62209,22004,0.261289824611402,0.738710175388598,0,"Republican","male","male","male",2018
"2798",2798,"Missouri","District 21","State Representative","No candidate","No candidate","Robert Sauls",0,0,8202,1,0,0,"Democrat","male","N/A","male",2018
"2799",2799,"Missouri","District 22","State Representative","No candidate","No candidate","Brandon Ellington",0,0,9610,1,0,0,"Democrat","male","N/A","male",2018
"2800",2800,"Missouri","District 22","State Senator","Richie Camden","Paul Wieland","Robert Butler",2078,40556,26903,0.38688755626501,0.583229072292449,0.0298833714425414,"Republican","male","male","male",2018
"2801",2801,"Missouri","District 23","State Representative","Jeff Francis","David Martin","Barbara Anne Washington",303,573,6634,0.883355525965379,0.0762982689747004,0.0403462050599201,"Democrat","female","male","female",2018
"2802",2802,"Missouri","District 24","State Representative","No candidate","No candidate","Judy Morgan",0,0,16750,1,0,0,"Democrat","female","N/A","female",2018
"2803",2803,"Missouri","District 24","State Senator","Jim Higgins","Gregory B. Powers","Jill Schupp",1708,31153,51106,0.608643871997332,0.371014803434683,0.020341324567985,"Democrat","female","male","female",2018
"2804",2804,"Missouri","District 25","State Representative","No candidate","No candidate","Greg Razer",0,0,17598,1,0,0,"Democrat","male","N/A","male",2018
"2805",2805,"Missouri","District 26","State Representative","No candidate","No candidate","Ashley Bland Manlove",0,0,12823,1,0,0,"Democrat","female","N/A","female",2018
"2806",2806,"Missouri","District 26","State Senator","No candidate","Dave Schatz","John Kiehne",0,53507,30237,0.361064673290027,0.638935326709973,0,"Republican","male","male","male",2018
"2807",2807,"Missouri","District 27","State Representative","No candidate","No candidate","Richard Brown",0,0,10084,1,0,0,"Democrat","male","N/A","male",2018
"2808",2808,"Missouri","District 28","State Representative","Jeremy T Utterback","No candidate","Jerome Barnes",2627,0,9399,0.7815566273075,0,0.2184433726925,"Democrat","male","N/A","male",2018
"2809",2809,"Missouri","District 28","State Senator","No candidate","Sandy Crawford","Joe Poor",0,53692,14126,0.208292783626766,0.791707216373234,0,"Republican","male","female","female",2018
"2810",2810,"Missouri","District 29","State Representative","No candidate","No candidate","Rory Rowland",0,0,10512,1,0,0,"Democrat","male","N/A","male",2018
"2811",2811,"Missouri","District 3","State Representative","No candidate","Danny Busick","Joni Perry",0,8051,3889,0.32571189279732,0.67428810720268,0,"Republican","female","male","male",2018
"2812",2812,"Missouri","District 30","State Representative","Brad Eichstadt","Jon Patterson","Ryana Parks-Shaw",494,9162,8069,0.455232722143865,0.516897038081805,0.02787023977433,"Republican","female","male","male",2018
"2813",2813,"Missouri","District 30","State Senator","No candidate","Lincoln Hough","Charlie Norr",0,34987,30690,0.467286873639174,0.532713126360826,0,"Republican","male","male","male",2018
"2814",2814,"Missouri","District 31","State Representative","No candidate","Dan Stacy","Travis Hagewood",0,8356,6599,0.441257104647275,0.558742895352725,0,"Republican","male","male","male",2018
"2815",2815,"Missouri","District 32","State Representative","No candidate","Jeff Coleman","Janice Brill",0,9074,5877,0.393084074643837,0.606915925356163,0,"Republican","female","male","male",2018
"2816",2816,"Missouri","District 32","State Senator","Conon Gillis","Bill White","Carolyn McGowan",2117,48412,15140,0.230550183496018,0.737212383316329,0.0322374331876532,"Republican","female","male","male",2018
"2817",2817,"Missouri","District 33","State Representative","No candidate","Donna Pfautsch","Pat Williams",0,10579,4324,0.290142924243441,0.709857075756559,0,"Republican","female","female","female",2018
"2818",2818,"Missouri","District 34","State Representative","No candidate","Rebecca Roeber","James P. (Jim) Ripley",0,8881,7816,0.468108043361083,0.531891956638917,0,"Republican","male","female","female",2018
"2819",2819,"Missouri","District 34","State Senator","No candidate","Tony Luetkemeyer","Martin T. Rucker II",0,38654,35026,0.475380021715527,0.524619978284473,0,"Republican","male","male","male",2018
"2820",2820,"Missouri","District 35","State Representative","No candidate","Tom Lovell","Keri Ingle",0,8024,9111,0.531718704406186,0.468281295593814,0,"Democrat","female","male","female",2018
"2821",2821,"Missouri","District 36","State Representative","Timothy Peterman","No candidate","DaRon McGee",2594,0,9822,0.791076030927835,0,0.208923969072165,"Democrat","male","N/A","male",2018
"2822",2822,"Missouri","District 37","State Representative","No candidate","John D Boyd Jr","Joe Runions",0,6249,9022,0.590793006351909,0.409206993648091,0,"Democrat","male","male","male",2018
"2823",2823,"Missouri","District 38","State Representative","No candidate","Doug Richey","Abby Zavos",0,9341,6823,0.422110863647612,0.577889136352388,0,"Republican","female","male","male",2018
"2824",2824,"Missouri","District 39","State Representative","No candidate","Peggy McGaugh","Rick Mellon",0,9534,4711,0.330712530712531,0.669287469287469,0,"Republican","male","female","female",2018
"2825",2825,"Missouri","District 4","State Representative","No candidate","Greg Sharpe","No candidate",0,10386,0,0,1,0,"Republican","N/A","male","male",2018
"2826",2826,"Missouri","District 4","State Senator","No candidate","Robert J. Crump","Karla May",0,16927,56883,0.770667931174638,0.229332068825362,0,"Democrat","female","male","female",2018
"2827",2827,"Missouri","District 40","State Representative","No candidate","Jim Hansen","No candidate",0,11492,0,0,1,0,"Republican","N/A","male","male",2018
"2828",2828,"Missouri","District 41","State Representative","No candidate","Randy Pietzman","David A Beckham",0,10612,4848,0.313583441138422,0.686416558861578,0,"Republican","male","male","male",2018
"2829",2829,"Missouri","District 42","State Representative","No candidate","Jeff Porter","Joseph Widner",0,10765,4698,0.303822026773589,0.696177973226411,0,"Republican","male","male","male",2018
