"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"2229","Merlyn Huso","Kelly Flynn","No candidate","Montana",2016,"70","False",1793,"True",4038,"0",0,"male","female","Republican","female",0.307494426341965,0.692505573658035,0
"2230","No candidate","Ray Shaw","No candidate","Montana",2016,"71","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"2231","Mike Mosolf","Tom Welch","No candidate","Montana",2016,"72","False",1002,"False",4331,"0",0,"male","male","Republican","male",0.187886742921433,0.812113257078567,0
"2232","Jim Keane","No candidate","No candidate","Montana",2016,"73","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2233","Amanda Curtis","No candidate","No candidate","Montana",2016,"74","False",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2234","Sabrina Steketee","Kirk Wagoner","No candidate","Montana",2016,"75","False",2390,"True",3389,"0",0,"female","male","Republican","male",0.413566360962104,0.586433639037896,0
"2235","Ryan Lynch","No candidate","No candidate","Montana",2016,"76","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2236","Kathy Swanson","Kerry Graybeal","No candidate","Montana",2016,"77","True",2977,"False",2214,"0",0,"female","female","Democrat","female",0.57349258331728,0.42650741668272,0
"2237","Gordon Pierson","Dean DeSilva","No candidate","Montana",2016,"78","True",2153,"False",1439,"0",0,"male","male","Democrat","male",0.599387527839644,0.400612472160356,0
"2238","Jenny Eck","No candidate","No candidate","Montana",2016,"79","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2239","Elizabeth Cain","Becky Beard","Valerie Clague","Montana",2016,"80","False",1161,"False",4040,"False",503,"female","female","Republican","female",0.203541374474053,0.708274894810659,0.0881837307152875
"2240","Janet Ellis","No candidate","No candidate","Montana",2016,"81","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2241","Moffie Funk","No candidate","No candidate","Montana",2016,"82","True",1,"False",0,"0",0,"Unknown","N/A","Democrat","Unknown",1,0,0
"2242","Kim Abbott","Bob Leach","No candidate","Montana",2016,"83","False",2573,"False",2145,"0",0,"female","male","Democrat","female",0.545358202628232,0.454641797371768,0
"2243","Mary Ann Dunwell","Steve Gibson","Paula Bonar","Montana",2016,"84","True",2462,"False",2343,"False",179,"female","male","Democrat","female",0.493980738362761,0.470104333868379,0.0359149277688604
"2244","Jo Young","Theresa Manzella","No candidate","Montana",2016,"85","False",1593,"True",4321,"0",0,"female","female","Republican","female",0.269360838687859,0.730639161312141,0
"2245","Nancy Neal","Ron Ehli","No candidate","Montana",2016,"86","False",1889,"True",3583,"0",0,"female","male","Republican","male",0.345211988304094,0.654788011695906,0
"2246","No candidate","Nancy Ballance","No candidate","Montana",2016,"87","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"2247","Margaret Gorski","Ed Greef","No candidate","Montana",2016,"88","False",1818,"True",3639,"0",0,"female","male","Republican","male",0.333150082462892,0.666849917537108,0
"2248","Nate McConnell","Alex Krigsvold","No candidate","Montana",2016,"89","True",2801,"False",1921,"0",0,"male","male","Democrat","male",0.593180855569674,0.406819144430326,0
"2249","Ellie Hill","Bill Murray","No candidate","Montana",2016,"90","True",3113,"False",2014,"0",0,"female","male","Democrat","female",0.607177686756388,0.392822313243612,0
"2250","Bryce Bennett","No candidate","No candidate","Montana",2016,"91","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2251","Addrien Marx","Mike Hopkins","No candidate","Montana",2016,"92","False",2416,"False",2514,"0",0,"Unknown","male","Republican","male",0.490060851926978,0.509939148073022,0
"2252","John Fleming","Johanna Clark","No candidate","Montana",2016,"93","False",2392,"False",2011,"0",0,"male","female","Democrat","male",0.543265955030661,0.456734044969339,0
"2253","Kimberly Dudik","Lance Cox","No candidate","Montana",2016,"94","True",2703,"False",2257,"0",0,"female","male","Democrat","female",0.544959677419355,0.455040322580645,0
"2254","Shane Morigeau","Cyndi Kenck","No candidate","Montana",2016,"95","False",3178,"False",1115,"0",0,"male","female","Democrat","male",0.74027486606103,0.25972513393897,0
"2255","Andrew Person","Adam Hertz","No candidate","Montana",2016,"96","True",2532,"False",2744,"0",0,"male","male","Republican","male",0.479909021986353,0.520090978013647,0
"2256","Nick Davis","Brad Tschida","No candidate","Montana",2016,"97","False",2096,"True",3103,"0",0,"male","male","Republican","male",0.403154452779381,0.596845547220619,0
"2257","Willis Curdy","Michael Ellsworth","No candidate","Montana",2016,"98","True",2989,"False",2022,"0",0,"male","male","Democrat","male",0.596487727000599,0.403512272999401,0
"2258","Marilyn Ryan","Susan Cundiff","No candidate","Montana",2016,"99","False",3101,"False",2094,"0",0,"female","female","Democrat","female",0.596920115495669,0.403079884504331,0
"2259","Andrea Olsen","David Moore","No candidate","Montana",2016,"100","True",4379,"False",1240,"0",0,"female","male","Democrat","female",0.779320163730201,0.220679836269799,0
"2260","Daniele Monroe-Moreno","Howard Brean","No candidate","Nevada",2016,"1","False",16473,"False",11214,"0",0,"female","male","Democrat","female",0.594972369704193,0.405027630295807,0
"2261","Owen Carver","John Hambrick","No candidate","Nevada",2016,"2","False",14159,"True",16688,"0",0,"male","male","Republican","male",0.459007358900379,0.540992641099621,0
"2262","Nelson Araujo","No candidate","No candidate","Nevada",2016,"3","True",14498,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2263","John Piro","Richard McArthur","No candidate","Nevada",2016,"4","False",15028,"False",16288,"0",0,"male","male","Republican","male",0.479882488184953,0.520117511815047,0
"2264","Brittney Miller","Artemus Ham","No candidate","Nevada",2016,"5","False",12666,"False",12311,"0",0,"female","male","Democrat","female",0.507106538014974,0.492893461985026,0
"2265","William McCurdy II","Carlo Maffatt","No candidate","Nevada",2016,"6","False",12227,"False",1790,"0",0,"male","male","Democrat","male",0.87229792394949,0.12770207605051,0
"2266","Dina Neal","Jennifer Fawzy","No candidate","Nevada",2016,"7","True",15067,"False",5610,"0",0,"female","female","Democrat","female",0.728684045074237,0.271315954925763,0
"2267","Jason Frierson","Norm Ross","John Moore","Nevada",2016,"8","False",12060,"False",7978,"True",1464,"male","male","Democrat","male",0.560878057855083,0.371035252534648,0.0680866896102688
"2268","Steve Yeager","David M. Gardner","No candidate","Nevada",2016,"9","False",15181,"True",12262,"0",0,"male","male","Democrat","male",0.553182961046533,0.446817038953467,0
"2269","Chris Brooks","Shelly Shelton","No candidate","Nevada",2016,"10","False",10910,"True",6273,"0",0,"male","female","Democrat","male",0.634929872548449,0.365070127451551,0
"2270","Olivia Diaz","No candidate","No candidate","Nevada",2016,"11","True",9020,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2271","James Ohrenschall","Mark Riggins","Troy Warren","Nevada",2016,"12","True",13942,"False",10401,"False",1064,"male","male","Democrat","male",0.548746408470107,0.409375368992797,0.0418782225370961
"2272","No candidate","Paul Anderson","No candidate","Nevada",2016,"13","False",0,"True",23897,"0",0,"N/A","male","Republican","male",0,1,0
"2273","Maggie Carlton","Melody Howard","No candidate","Nevada",2016,"14","True",11269,"False",4615,"0",0,"female","female","Democrat","female",0.709456056408965,0.290543943591035,0
"2274","Elliot Anderson","Stan Vaughan","No candidate","Nevada",2016,"15","True",12014,"False",5072,"0",0,"male","male","Democrat","male",0.703148776776308,0.296851223223692,0
"2275","Heidi Swank","No candidate","Ed Uehling","Nevada",2016,"16","True",10666,"False",0,"False",3286,"female","N/A","Democrat","female",0.764478211009174,0,0.235521788990826
"2276","Tyrone Thompson","Ronald Newsome","No candidate","Nevada",2016,"17","True",15488,"False",8340,"0",0,"male","male","Democrat","male",0.649991606513346,0.350008393486654,0
"2277","Richard Carrillo","Christine DeCorte","No candidate","Nevada",2016,"18","True",13401,"False",7539,"0",0,"male","female","Democrat","male",0.639971346704871,0.360028653295129,0
"2278","No candidate","Chris Edwards","No candidate","Nevada",2016,"19","False",0,"True",19380,"0",0,"N/A","male","Republican","male",0,1,0
"2279","Ellen Spiegel","Carol Linton","No candidate","Nevada",2016,"20","True",13548,"False",8807,"0",0,"female","female","Democrat","female",0.606038917468128,0.393961082531872,0
"2280","Ozzie Fumo","Derek Armstrong","No candidate","Nevada",2016,"21","False",13373,"True",12158,"0",0,"male","male","Democrat","male",0.523794602639928,0.476205397360072,0
"2281","Luis Aguirre-Insua","Keith Pickard","No candidate","Nevada",2016,"22","False",13770,"False",19433,"0",0,"male","male","Republican","male",0.414721561304701,0.585278438695299,0
"2282","Craig Jordahl","Melissa Woodbury","No candidate","Nevada",2016,"23","False",12188,"True",24696,"0",0,"male","female","Republican","female",0.330441383797853,0.669558616202147,0
"2283","Amber Joiner","Jim Riger Sr.","No candidate","Nevada",2016,"24","True",15227,"False",6401,"0",0,"female","male","Democrat","female",0.704041057887923,0.295958942112077,0
"2284","Eli Smith","Jill Tolles","No candidate","Nevada",2016,"25","False",14253,"False",21950,"0",0,"male","female","Republican","female",0.393696654973345,0.606303345026655,0
"2285","No candidate","Lisa Krasner","No candidate","Nevada",2016,"26","False",0,"False",30682,"0",0,"N/A","female","Republican","female",0,1,0
"2286","Teresa Benitez-Thompson","Bonnie Weber","No candidate","Nevada",2016,"27","True",15080,"False",11582,"0",0,"female","female","Democrat","female",0.565598979821469,0.434401020178531,0
"2287","Edgar Flores","Wesley Cornwell","No candidate","Nevada",2016,"28","True",9200,"False",2561,"0",0,"male","male","Democrat","male",0.7822464076184,0.2177535923816,0
"2288","Lesley Cohen","Stephen Silberkraus","No candidate","Nevada",2016,"29","False",14475,"True",14263,"0",0,"female","male","Democrat","female",0.503688496067924,0.496311503932076,0
"2289","Michael Sprinkle","Lauren Scott","No candidate","Nevada",2016,"30","True",13572,"False",9881,"0",0,"male","female","Democrat","male",0.578689293480578,0.421310706519422,0
"2290","Skip Daly","Jill Dickman","No candidate","Nevada",2016,"31","False",15816,"True",15778,"0",0,"male","female","Democrat","male",0.500601380008862,0.499398619991138,0
"2291","No candidate","Ira Hansen","No candidate","Nevada",2016,"32","False",0,"True",24161,"0",0,"N/A","male","Republican","male",0,1,0
"2292","No candidate","John Ellison","No candidate","Nevada",2016,"33","False",0,"True",21371,"0",0,"N/A","male","Republican","male",0,1,0
"2293","Shannon Bilbray-Axelrod","Matt Williams","No candidate","Nevada",2016,"34","False",14788,"False",10444,"0",0,"female","male","Democrat","female",0.586081166772353,0.413918833227647,0
"2294","Justin Watkins","Brent Jones","No candidate","Nevada",2016,"35","False",16700,"True",13996,"0",0,"male","male","Democrat","male",0.544044826687516,0.455955173312484,0
"2295","No candidate","James Oscarson","Dennis Hof","Nevada",2016,"36","False",0,"True",16531,"False",10675,"N/A","male","Republican","male",0,0.60762331838565,0.39237668161435
"2296","Sean D. Lyttle","Jim Marchant","No candidate","Nevada",2016,"37","False",14561,"False",16085,"0",0,"male","male","Republican","male",0.475135417346473,0.524864582653527,0
"2297","George R. Dini","Robin Titus","Justin Smith","Nevada",2016,"38","False",6545,"True",18157,"False",2183,"male","female","Republican","female",0.243444299795425,0.675358006323229,0.0811976938813465
"2298","No candidate","Jim Wheeler","No candidate","Nevada",2016,"39","False",0,"True",29004,"0",0,"N/A","male","Republican","male",0,1,0
"2299","Michael L. Greedy","Al Kramer","John Wagner","Nevada",2016,"40","False",9981,"False",17864,"False",2173,"male","male","Republican","male",0.33250049970018,0.595109600906123,0.0723898993936971
"2300","Sandra Jauregui","Nick Phillips","No candidate","Nevada",2016,"41","False",13801,"False",12119,"0",0,"female","male","Democrat","female",0.532445987654321,0.467554012345679,0
"2301","Irene Bustamante Adams","Howard Scheff","No candidate","Nevada",2016,"42","True",10963,"False",6305,"0",0,"female","male","Democrat","female",0.6348737549224,0.3651262450776,0
"2302","No candidate","Rodney Montoya","No candidate","New Mexico",2016,"1","False",0,"True",10717,"0",0,"N/A","male","Republican","male",0,1,0
"2303","Kenneth Robinson","James R.J. Strickler","No candidate","New Mexico",2016,"2","False",2369,"True",6083,"0",0,"male","male","Republican","male",0.280288689067676,0.719711310932324,0
"2304","No candidate","Paul Bandy","No candidate","New Mexico",2016,"3","False",0,"True",8299,"0",0,"N/A","male","Republican","male",0,1,0
"2305","Glojean B. Todacheene","Sharon E. Clahchischilliage","No candidate","New Mexico",2016,"4","False",4257,"True",5056,"0",0,"Unknown","female","Republican","female",0.457102974336948,0.542897025663052,0
"2306","D. Wonda Johnson","No candidate","No candidate","New Mexico",2016,"5","True",7558,"False",0,"0",0,"Unknown","N/A","Democrat","Unknown",1,0,0
"2307","Eliseo Alcon","No candidate","No candidate","New Mexico",2016,"6","True",6707,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2308","Arturo Fierro","Kelly K. Fajardo","No candidate","New Mexico",2016,"7","False",3964,"True",5149,"0",0,"male","female","Republican","female",0.434982991331065,0.565017008668934,0
"2309","Jim Danner","Alonzo Baldonado","No candidate","New Mexico",2016,"8","False",4493,"True",7251,"0",0,"male","male","Republican","male",0.382578337874659,0.617421662125341,0
"2310","Patricia Lundstrom","No candidate","No candidate","New Mexico",2016,"9","True",6446,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2311","G. Andres Romero","No candidate","Robert Schiller","New Mexico",2016,"10","True",4821,"False",0,"False",2337,"Unknown","N/A","Democrat","Unknown",0.673512154233026,0,0.326487845766974
"2312","Javier I. Martinez","No candidate","No candidate","New Mexico",2016,"11","True",10118,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2313","Patricio Ruiloba","No candidate","No candidate","New Mexico",2016,"12","True",5036,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2314","Patricia A. Roybal Caballero","No candidate","No candidate","New Mexico",2016,"13","True",5525,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"2315","Miguel Garcia","No candidate","No candidate","New Mexico",2016,"14","True",6209,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2316","Ane Romero","Sarah Maestas Barnes","No candidate","New Mexico",2016,"15","False",6467,"True",7358,"0",0,"female","female","Republican","female",0.467775768535262,0.532224231464738,0
"2317","Antonio Maestas","No candidate","No candidate","New Mexico",2016,"16","True",8256,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"2318","Deborah Armstrong","No candidate","No candidate","New Mexico",2016,"17","True",8640,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
